URL,目录,质量等级,重复率,暗示评分,段落总数,重复段落数,发布日期
https://www.dongao.com/acca/bm/202506134566581.html,www.dongao.com/acca/bm,优,0.00%,0,3,0,来源：东奥会计在线责编：zhangfan2025-06-13  10:42:21
https://www.dongao.com/cjks/bm/202506134565199.html,www.dongao.com/cjks/bm,优,0.00%,0,3,0,来源：东奥会计在线责编：刘雪晶2025-06-13  09:49:25
https://www.dongao.com/acca/bm/202506114566215.html,www.dongao.com/acca/bm,优,0.00%,0,3,0,来源：东奥会计在线责编：zhangfan2025-06-11  11:29:42
https://www.dongao.com/cjks/cf/202506134566198.html,www.dongao.com/cjks/cf,优,0.00%,3,3,0,来源：东奥会计在线责编：刘雪晶2025-06-13  09:26:04
https://www.dongao.com/cma/cjcx/202506124566432.html,www.dongao.com/cma/cjcx,优,0.00%,3,3,0,来源：东奥会计在线责编：zhangfan2025-06-12  10:46:11
https://www.dongao.com/acca/bm/202506104565899.html,www.dongao.com/acca/bm,优,0.00%,0,3,0,来源：东奥会计在线责编：zhangfan2025-06-10  13:26:25
https://www.dongao.com/acca/bm/202506114566218.html,www.dongao.com/acca/bm,优,0.00%,3,3,0,来源：东奥会计在线责编：zhangfan2025-06-11  11:30:03
https://www.dongao.com/acca/bm/202506104565900.html,www.dongao.com/acca/bm,优,0.00%,0,3,0,来源：东奥会计在线责编：zhangfan2025-06-10  13:28:28
https://www.dongao.com/cma/cjcx/202506114566229.html,www.dongao.com/cma/cjcx,优,0.00%,0,3,0,来源：东奥会计在线责编：zhangfan2025-06-11  11:26:25
https://www.dongao.com/acca/cjcx/202506094565429.html,www.dongao.com/acca/cjcx,优,0.00%,0,3,0,来源：东奥会计在线责编：zhangfan2025-06-09  15:48:07
https://www.dongao.com/cjks/cf/202506124565190.html,www.dongao.com/cjks/cf,优,0.00%,3,3,0,来源：东奥会计在线责编：刘雪晶2025-06-12  09:24:56
https://www.dongao.com/cma/cjcx/202506124566441.html,www.dongao.com/cma/cjcx,优,0.00%,0,3,0,来源：东奥会计在线责编：zhangfan2025-06-12  10:46:29
https://www.dongao.com/cjks/bm/202506134566160.html,www.dongao.com/cjks/bm,优,0.00%,5,3,0,来源：东奥会计在线责编：刘雪晶2025-06-13  09:48:54
https://www.dongao.com/cma/cjcx/202506114566237.html,www.dongao.com/cma/cjcx,优,0.00%,3,3,0,来源：东奥会计在线责编：zhangfan2025-06-11  11:26:49
https://www.dongao.com/cjks/bm/202506134565201.html,www.dongao.com/cjks/bm,优,0.00%,0,3,0,来源：东奥会计在线责编：刘雪晶2025-06-13  09:50:20
https://www.dongao.com/cjks/cf/202506124565188.html,www.dongao.com/cjks/cf,优,0.00%,0,3,0,来源：东奥会计在线责编：刘雪晶2025-06-12  09:52:54
https://www.dongao.com/cjks/cf/202506124563308.html,www.dongao.com/cjks/cf,优,0.00%,3,3,0,来源：东奥会计在线责编：刘雪晶2025-06-12  09:54:30
https://www.dongao.com/cjks/bm/202506124566711.html,www.dongao.com/cjks/bm,优,0.00%,3,9,0,来源：东奥会计在线责编：张梦2025-06-12  14:42:04
https://www.dongao.com/cjks/cf/202506124565194.html,www.dongao.com/cjks/cf,优,0.00%,3,3,0,来源：东奥会计在线责编：刘雪晶2025-06-12  09:56:05
https://www.dongao.com/cjks/cf/202506124565196.html,www.dongao.com/cjks/cf,优,0.00%,3,3,0,来源：东奥会计在线责编：刘雪晶2025-06-12  09:56:28
https://www.dongao.com/cjks/cf/202506114565187.html,www.dongao.com/cjks/cf,优,0.00%,0,3,0,来源：东奥会计在线责编：刘雪晶2025-06-11  09:28:46
https://www.dongao.com/cjks/hgz/202506114563313.html,www.dongao.com/cjks/hgz,优,0.00%,0,3,0,来源：东奥会计在线责编：刘雪晶2025-06-11  09:30:38
https://www.dongao.com/cjks/hgz/202506114563312.html,www.dongao.com/cjks/hgz,优,0.00%,3,3,0,来源：东奥会计在线责编：刘雪晶2025-06-11  09:30:53
https://www.dongao.com/cjks/cf/202506114563302.html,www.dongao.com/cjks/cf,优,0.00%,0,3,0,来源：东奥会计在线责编：刘雪晶2025-06-11  09:29:26
https://www.dongao.com/cjks/cf/202506114563300.html,www.dongao.com/cjks/cf,优,0.00%,0,3,0,来源：东奥会计在线责编：刘雪晶2025-06-11  09:28:05
https://www.dongao.com/cjks/cf/202506114566239.html,www.dongao.com/cjks/cf,优,0.00%,0,5,0,来源：东奥会计在线责编：张梦2025-06-11  11:41:37
https://www.dongao.com/cjks/cf/202506104565965.html,www.dongao.com/cjks/cf,优,0.00%,0,4,0,来源：东奥会计在线责编：张梦2025-06-10  14:53:34
https://www.dongao.com/cjks/cf/202506104563298.html,www.dongao.com/cjks/cf,优,0.00%,0,3,0,来源：东奥会计在线责编：刘雪晶2025-06-10  09:47:45
https://www.dongao.com/cjks/cf/202506104563297.html,www.dongao.com/cjks/cf,优,0.00%,3,3,0,来源：东奥会计在线责编：刘雪晶2025-06-10  09:33:10
https://www.dongao.com/cjks/cf/202506104563307.html,www.dongao.com/cjks/cf,优,0.00%,3,3,0,来源：东奥会计在线责编：刘雪晶2025-06-10  09:46:27
https://www.dongao.com/cjks/bm/202506104563324.html,www.dongao.com/cjks/bm,优,0.00%,3,3,0,来源：东奥会计在线责编：刘雪晶2025-06-10  09:47:12
